MovieCount | Drama: 1518
MovieCount | Mystery: 20
MovieCount | Sport: 1
MovieCount | History: 1
MovieCount | Family: 11
MovieCount | Horror: 322
MovieCount | Fantasy: 44
MovieCount | Animation: 338
MovieCount | Western: 3
MovieCount | Music: 1
MovieCount | Thriller: 16
MovieCount | Action: 1705
MovieCount | Crime: 551
MovieCount | Comedy: 2245
MovieCount | Romance: 10
MovieCount | Musical: 2
MovieCount | Adventure: 427
MovieCount | Biography: 443
MovieCount | Sci-Fi: 10
